Ligand,Name,Formula,Type,SMILES,Parent_SMILES,Salt_Stripped,Canonical_SMILES,InChI,InChIKey,MW,LogP,TPSA,HBA,HBD,Rotatable_Bonds,Ring_Count,Aromatic_Rings,Fraction_CSP3,Heavy_Atom_Count,Chiral_Atoms,Formal_Charge,QED,BertzCT,HallKierAlpha,Kappa1,Kappa2,Kappa3,NumSpiroAtoms,NumBridgeheadAtoms,NumAliphaticRings,NumAromaticRings,NumSaturatedRings,NumHeteroAtoms,MolMR,SA_Score,Lipinski_Pass,Veber_Pass,Egan_Pass,Ghose_Pass,Muegge_Pass,PAINS_Hits,Brenk_Hits
K0D,"[(2R,5S)-2,5-dimethylmorpholin-4-yl](1,2,5-thiadiazol-3-yl)methanone",C9 H13 N3 O2 S,non-polymer,C[C@@H]1CN([C@H](CO1)C)C(=O)c2cnsn2,C[C@@H]1CN(C(=O)c2cnsn2)[C@@H](C)CO1,False,C[C@@H]1CN(C(=O)c2cnsn2)[C@@H](C)CO1,"InChI=1S/C9H13N3O2S/c1-6-5-14-7(2)4-12(6)9(13)8-3-10-15-11-8/h3,6-7H,4-5H2,1-2H3/t6-,7+/m0/s1",IKMQGCCZPWFVJE-NKWVEPMBSA-N,227.289,0.7875000000000001,55.32,5,0,1,2,1,0.6666666666666666,15,0,0,0.7113869624103473,341.1364728295218,-1.01,10.505887620877782,4.238602013572561,2.1537672399627654,0,0,1,1,1,6,55.82150000000003,nan,True,True,True,False,True,None,None
K0A,"(2,5-dimethyl-1,3-thiazol-4-yl)(pyrrolidin-1-yl)methanone",C10 H14 N2 O S,non-polymer,Cc1c(nc(s1)C)C(=O)N2CCCC2,Cc1nc(C(=O)N2CCCC2)c(C)s1,False,Cc1nc(C(=O)N2CCCC2)c(C)s1,"InChI=1S/C10H14N2OS/c1-7-9(11-8(2)14-7)10(13)12-5-3-4-6-12/h3-6H2,1-2H3",BRAPKXFMPGACJU-UHFFFAOYSA-N,210.30199999999994,1.99594,33.2,3,0,1,2,1,0.6,14,0,0,0.7099588609947993,353.0040134938843,-0.9000000000000001,9.647256174236707,3.6901091557139667,1.6622054872946666,0,0,1,1,1,4,56.725500000000025,nan,True,True,True,False,True,None,None
K07,5-chloro-N-methyl-N-{[(3R)-oxolan-3-yl]methyl}pyrimidin-4-amine,C10 H14 Cl N3 O,non-polymer,CN(C[C@H]1CCOC1)c2c(cncn2)Cl,CN(C[C@H]1CCOC1)c1ncncc1Cl,False,CN(C[C@H]1CCOC1)c1ncncc1Cl,"InChI=1S/C10H14ClN3O/c1-14(5-8-2-3-15-6-8)10-9(11)4-12-7-13-10/h4,7-8H,2-3,5-6H2,1H3/t8-/m1/s1",OYKZBUOZAYBEHE-MRVPVSSYSA-N,227.69500000000002,1.6027,38.25,4,0,3,2,1,0.6,15,0,0,0.7864863769181372,328.1984689333729,-0.8700000000000001,10.641277236411991,4.767588659308138,2.575550546628284,0,0,1,1,1,5,59.238000000000035,nan,True,True,True,False,True,None,None
K0J,"N-ethyl-1H-1,2,3-triazole-4-carboxamide",C5 H8 N4 O,non-polymer,CCNC(=O)c1c[nH]nn1,CCNC(=O)c1c[nH]nn1,False,CCNC(=O)c1c[nH]nn1,"InChI=1S/C5H8N4O/c1-2-6-5(10)4-3-7-9-8-4/h3H,2H2,1H3,(H,6,10)(H,7,8,9)",VTJBQJOBKLNCDW-UHFFFAOYSA-N,140.146,-0.44560000000000016,70.67,3,2,2,1,1,0.4,10,0,0,0.5843329752969371,205.43234406538005,-1.39,6.726144018583042,2.95363487933511,1.3082688738781512,0,0,0,1,0,5,34.38989999999999,nan,True,True,True,False,False,None,None
K0M,"3-methyl-N-(1-methyl-1H-pyrazol-3-yl)-1,2-oxazole-5-carboxamide",C9 H10 N4 O2,non-polymer,Cc1cc(on1)C(=O)Nc2ccn(n2)C,Cc1cc(C(=O)Nc2ccn(C)n2)on1,False,Cc1cc(C(=O)Nc2ccn(C)n2)on1,"InChI=1S/C9H10N4O2/c1-6-5-7(15-12-6)9(14)10-8-3-4-13(2)11-8/h3-5H,1-2H3,(H,10,11,14)",DMCIRIFKONIQNK-UHFFFAOYSA-N,206.205,0.9688199999999998,72.95,5,1,2,2,2,0.2222222222222222,15,0,0,0.7940644585556812,485.77361478336684,-2.11,9.445221241048015,3.5642490939988947,2.037708881277223,0,0,0,2,0,6,52.40120000000002,nan,True,True,True,False,True,None,None
K0P,N-[(1-ethyl-1H-pyrazol-4-yl)methyl]pyridine-3-carboxamide,C12 H14 N4 O,non-polymer,CCn1cc(cn1)CNC(=O)c2cccnc2,CCn1cc(CNC(=O)c2cccnc2)cn1,False,CCn1cc(CNC(=O)c2cccnc2)cn1,"InChI=1S/C12H14N4O/c1-2-16-9-10(7-15-16)6-14-12(17)11-4-3-5-13-8-11/h3-5,7-9H,2,6H2,1H3,(H,14,17)",BMMWLPQUDGCRRJ-UHFFFAOYSA-N,230.27100000000002,1.228,59.81,4,1,4,2,2,0.25,17,0,0,0.8589173426398652,492.21655281461847,-2.17,11.319407152511545,5.24682951557415,2.9009674576420568,0,0,0,2,0,5,63.30820000000003,nan,True,True,True,False,True,None,None
K0Y,"methyl N-(5-methyl-1,2-oxazole-3-carbonyl)glycinate",C8 H10 N2 O4,non-polymer,Cc1cc(no1)C(=O)NCC(=O)OC,COC(=O)CNC(=O)c1cc(C)on1,False,COC(=O)CNC(=O)c1cc(C)on1,"InChI=1S/C8H10N2O4/c1-5-3-6(10-14-5)8(12)9-4-7(11)13-2/h3H,4H2,1-2H3,(H,9,12)",FPAQMEYCJIMDCC-UHFFFAOYSA-N,198.17799999999997,-0.11418000000000017,81.43,5,1,3,1,1,0.375,14,0,0,0.6848478720130764,344.86540781718134,-1.85,10.232304526748973,4.404147935856763,2.57961546342463,0,0,0,1,0,6,45.58920000000002,nan,True,True,True,False,False,None,None
K0V,methyl 1-(tert-butylcarbamoyl)piperidine-4-carboxylate,C12 H22 N2 O3,non-polymer,CC(C)(C)NC(=O)N1CCC(CC1)C(=O)OC,COC(=O)C1CCN(C(=O)NC(C)(C)C)CC1,False,COC(=O)C1CCN(C(=O)NC(C)(C)C)CC1,"InChI=1S/C12H22N2O3/c1-12(2,3)13-11(16)14-7-5-9(6-8-14)10(15)17-4/h9H,5-8H2,1-4H3,(H,13,16)",YNDIZCMKDPECRX-UHFFFAOYSA-N,242.31899999999993,1.3795,58.64,3,1,1,1,0,0.8333333333333334,17,0,0,0.7066443197097525,288.61609152262264,-1.26,13.803532401524777,5.381334994883078,4.2449727850648244,0,0,1,0,1,5,64.59770000000005,nan,True,True,True,False,True,None,None
K1A,"3-[(3,5-dimethyl-1,2-oxazol-4-yl)methyl]-5-methyl-1,3,4-thiadiazol-2(3H)-one",C9 H11 N3 O2 S,non-polymer,Cc1c(c(on1)C)CN2C(=O)SC(=N2)C,Cc1nn(Cc2c(C)noc2C)c(=O)s1,False,Cc1nn(Cc2c(C)noc2C)c(=O)s1,"InChI=1S/C9H11N3O2S/c1-5-8(6(2)14-11-5)4-12-9(13)15-7(3)10-12/h4H2,1-3H3",QMZRSGJUZDOFDN-UHFFFAOYSA-N,225.273,1.26636,60.92,6,0,2,2,2,0.4444444444444444,15,0,0,0.7717397164405307,518.2901162101359,-1.43,10.100230836013301,3.6166102214029037,1.8476160237882957,0,0,0,2,0,6,56.19000000000002,nan,True,True,True,False,True,None,None
6SU,methyl 3-(methylsulfonylamino)benzoate,C9 H11 N O4 S,non-polymer,COC(=O)c1cccc(c1)NS(=O)(=O)C,COC(=O)c1cccc(NS(C)(=O)=O)c1,False,COC(=O)c1cccc(NS(C)(=O)=O)c1,"InChI=1S/C9H11NO4S/c1-14-9(11)7-4-3-5-8(6-7)10-15(2,12)13/h3-6,10H,1-2H3",UQIOKJVVJMHUTP-UHFFFAOYSA-N,229.257,0.8447,72.47,4,1,3,1,1,0.2222222222222222,15,0,0,0.7795765464188654,466.7556178358773,-1.56,11.51440476190476,4.30804179579671,3.587805212620027,0,0,0,1,0,6,56.248000000000026,nan,True,True,True,False,True,None,None
