pdb_id,requested_pdb_id,target,source,query,download_url,status,intended_path,actual_path,exists,size_bytes,error,downloaded_at
5qk7,5QK7,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QK7.cif,verified,WAR/NUDT5/5qk7.cif,WAR/NUDT5/5qk7.cif,true,694513,,2026-06-05T12:16:09Z
5qk6,5QK6,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QK6.cif,verified,WAR/NUDT5/5qk6.cif,WAR/NUDT5/5qk6.cif,true,694131,,2026-06-05T12:16:09Z
5qk8,5QK8,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QK8.cif,verified,WAR/NUDT5/5qk8.cif,WAR/NUDT5/5qk8.cif,true,695709,,2026-06-05T12:16:09Z
5qkb,5QKB,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QKB.cif,verified,WAR/NUDT5/5qkb.cif,WAR/NUDT5/5qkb.cif,true,693157,,2026-06-05T12:16:09Z
5qka,5QKA,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QKA.cif,verified,WAR/NUDT5/5qka.cif,WAR/NUDT5/5qka.cif,true,690071,,2026-06-05T12:16:09Z
5qk9,5QK9,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QK9.cif,verified,WAR/NUDT5/5qk9.cif,WAR/NUDT5/5qk9.cif,true,702650,,2026-06-05T12:16:09Z
5qk0,5QK0,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QK0.cif,verified,WAR/NUDT5/5qk0.cif,WAR/NUDT5/5qk0.cif,true,681409,,2026-06-05T12:16:09Z
5qk2,5QK2,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QK2.cif,verified,WAR/NUDT5/5qk2.cif,WAR/NUDT5/5qk2.cif,true,691022,,2026-06-05T12:16:09Z
5qtl,5QTL,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QTL.cif,verified,WAR/NUDT5/5qtl.cif,WAR/NUDT5/5qtl.cif,true,711791,,2026-06-05T12:16:09Z
5qtm,5QTM,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QTM.cif,verified,WAR/NUDT5/5qtm.cif,WAR/NUDT5/5qtm.cif,true,708750,,2026-06-05T12:16:09Z
