SMILES,Warhead
CCOC(=O)CC[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc2ccc(cc2)F)NC(=O)[C@@H](Cc3ccccc3)N,['YV7']
CCOC(=O)CC[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc3ccc(cc3)F)N,['YVJ']
CCOC(=O)CC[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc3ccc(cc3)F)NC(=O)CCOCC#C,['YVM']
CCOC(=O)CC[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc3ccccc3)N,['YVG']
CCOC(=O)CC[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc3ccccc3)NC(=O)CCOCC#C,['YVV']
CCOc1ccccc1CN2c3ccc(cc3[C@@H](C2=O)O)Br,['N2X']
CC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)CCS(=O)(=O)C)C(C)(C)C)NC(=O)CCOCCOCCOCCOCCNC(=O)CCCC[C@@H]1[C@@H]2[C@H](C=S1)NC(=O)N2,['Q5T']
CC[C@@H]([C@H](C(=O)NC1CC1)O)NC(=O)[C@H](CS(=O)(=O)CC2CC2)N[C@@H](c3ccc(cc3)F)C(F)(F)F,['ZL7']
CC[C@@H](c1cccc(c1)Cl)C(=O)Nc2cnncc2C,['KVF']
CC[C@](c1cccc(c1)Cl)(C(=O)Nc2cnccc2C)O,['M0G']
CCc1cc(ccc1CN2CCCN([C@H](C2)C(=O)NCC)C(=O)c3cc(cnc3)Cl)Br,['A31']
CCc1cc(ccc1CN2CCN(CC[C@@H]2C(=O)NCC)C(=O)c3cc(cnc3)Cl)Br,['A27']
CCc1cc(ccc1CN2CCN(CC[C@@H]2C(=O)NCC)C(=O)c3cncc4c3ccs4)Br,['A28']
CCc1ccc2c(c1)[C@H](C(=O)N2CC(=O)O)O,['OLX']
CCc1ccncc1NC(=O)Cc2cccc(n2)C(F)(F)F,['M6U']
CN(C)c1ccc(c2c1C[C@H]3C[C@H]4[C@@H](C(=C(C(=O)[C@]4(C(=C3C2=O)O)O)C(=O)N)O)N(C)C)O,['MIY']
CN(C)c1ccc(cc1)N(Cc2cc(cs2)Cl)C(=O)Cc3cncc4c3c(ccc4)O,['WZK']
CN(C)c1ccc(cc1)N(Cc2cccc(c2)Cl)C(=O)Cn3c4ccccc4nn3,['OVF']
CN(C)c1ccc(cc1)N(Cc2ccccc2)C(=O)Cn3c4ccccc4nn3,['OV4']
CN(C)c1ccc(cc1)N(Cc2ccn[nH]2)C(=O)Cn3c4ccccc4nn3,['OFX']
CN(C)c1ccc(cc1)N(Cc2ccsc2)C(=O)Cc3cncc4c3cccc4,['OEO']
CN(C)c1ccc(cc1)N(Cc2ccsc2)C(=O)Cn3c4ccccc4nn3,['M0X']
CN(C)c1ccc(cc1)N(Cc2cscn2)C(=O)Cn3c4ccccc4nn3,['OQF']
CN(CCOc1ccccc1OC)C(=O)C2=CC(=O)Nc3c2cccc3,['L1F']
CN(Cc1cccc(c1)Cl)C(=O)Cn2c3ccccc3nn2,['NKU']
CN(c1cncc2c1cccc2)C(=O)Cc3cccc(c3)Cl,['NUR']
CN1C=C(C(=O)NC1=O)C2=CN(C(=O)C(=C2)c3cc(c(c(c3)Cl)F)OCc4ccccc4Cl)c5cccnc5,['XEK']
CN1CC[C@H](c2c1ccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,['PJX']
CN1c2c(cncc2NC(=O)[C@@H]3CCOc4c3cc(cc4)Cl)NC1=O,['P7R']
CNC(=O)Nc1ccc(cc1)N(Cc2ccsc2)C(=O)Cn3c4ccccc4nn3,['OGF']
CNC(=O)[C@@H](Cc1ccc(cc1)Cl)N(C)C(=O)C[C@H]2CCCN2C(=O)c3cncc4c3cccc4,['A22']
CNC(=O)[C@@H]([C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC2CC2)N3C=CC=C(C3=O)NC(=O)Nc4ccccc4)O,['A03']
CNC(=O)c1cc(cc(c1N[C@@H]2CCCC[C@@H]2NC(=O)C3=CC(=O)Nc4c3cccc4)[N+](=O)[O-])C5CC5,['A09']
CNCC[C@@H](c1ccccc1)C(=O)Nc2cccnc2,['L2I']
CNc1ccc(cc1)N(Cc2ccsc2)C(=O)Cn3c4ccccc4nn3,['LWO']
COC(=O)c1cc(cc2c1NC(=O)[C@@H]2O)Br,['MWN']
COC[C@@H](c1cccc(c1)Br)NC(=O)C[C@H]2c3cc(ccc3NC2=O)F,['M26']
CO[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,['PJ6']
COc1ccc(cc1)N(Cc2cccc(c2)Cl)C(=O)Cn3c4ccccc4nn3,['OQX']
COc1ccc(cc1CC(=O)Nc2cncc3c2cccc3)Cl,['Z26']
COc1ccc2c(c1)n(nn2)CC(=O)N(Cc3ccccn3)c4ccc(cc4)C5CCNCC5,['OD7']
COc1ccc2cncc(c2c1)NC(=O)Cc3cccc(c3)Cl,['Q1U']
COc1cccc(n1)Oc2cc(cc(c2)Cl)NC(=O)Cc3cncc4c3cccc4,['O9O']
COc1cccc2c1cc([nH]2)C(=O)N3C[C@@H]4CCC[C@@H]4[C@H]3C(=O)N[C@@H](C[C@@H]5CCNC5=O)[C@H](C(=O)NCc6ccccc6)O,['A30']
COc1cccc2c1cc([nH]2)C(=O)N[C@@H](CC3CC3)C(=O)N[C@@H](CCS(=O)(=O)C)C=N,['A15']
COc1cccc2c1cc([nH]2)C(=O)N[C@@H](CC3CC3)C(=O)N[C@@H](CCS(=O)(=O)C)CO,['A17']
COc1cccc2c1cc([nH]2)C(=O)N[C@@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=N,['A14']
COc1cccc2c1cc([nH]2)C(=O)N[C@@H](CC3CC3)C(=O)N[C@@H](C[C@H]4CCNC4=O)CO,['A16']
COc1ccccc1NC2CN(C2)C(=O)C3=CC(=O)Nc4c3cccc4,['ONU']
COc1ccccc1OC2CN(C2)C(=O)C3=CC(=O)Nc4c3cccc4,['OGO']
COc1ccccc1OCCNC(=O)C2=CC(=O)Nc3c2c(ccc3)F,['N3R']
COc1ccccc1OCCNC(=O)C2=CC(=O)Nc3c2c(ccc3)OC,['N43']
COc1ccccc1OCCNC(=O)C2=CC(=O)Nc3c2ccc(c3)F,['KW9']
COc1ccccc1OCCNC(=O)C2=CC(=O)Nc3c2cccc3,['Q2U']
COc1ccccc1OCCNC(=O)C2=CC=NC(=O)C2,['LO0']
COc1ccccc1OCCNC(=O)c2cncc3c2cccc3,['OIX']
COc1ccncc1NC(=O)[C@H](c2cccc(c2)Br)O,['M4L']
CS(=O)(=O)NCCN1CCCc2c1cc(cc2)S(=O)(=O)N,['KL6']
CS(=O)(=O)NCC[C@@H]1CCCCN1CC(=O)Nc2cccnc2,['Q45']
CS(=O)(=O)NCC[C@H](c1ccccc1)C(=O)Nc2cccnc2,['LZX']
C[C@@H](C[C@@H]([C@@H](O)S(=O)(=O)O)NC(=O)[C@H](CC1CC1)NC(=O)c2cc3c([nH]2)cccc3OC)C(=O)NC,['A41']
C[C@@H]([C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)CO)NC(=O)OCc2ccccc2)OC(C)(C)C,['JY0']
C[C@@H](c1cc(cc(c1)Cl)F)NC(=O)C,['KNU']
C[C@@H](c1cccc(c1)Cl)C(=O)Nc2cnccc2NC(=O)C,['N6F']
C[C@@H](c1ccccc1)NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)c4ccccc4)C(=O)CCl,['5ZF']
C[C@@H]1COc2ccc(cc2[C@@H]1C(=O)Nc3cncc4c3cccc4)Cl,['OO6']
C[C@H](CNC(=O)C1=CC(=O)Nc2c1cc(cc2)F)Oc3ccccc3OC,['L93']
C[C@H]([C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](C[C@@H]2CCNC2=O)CO)NC(=O)OC(C)(C)C)OC(C)(C)C,['83W']
C[C@H]([C@@H](C(=O)O)N)O,['THR']
C[C@H](c1cccc(c1)Cl)C(=O)Nc2cnccc2n3cccn3,['KX9']
C[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,['OSI']
C[C@]1(CCOc2c1cccc2)C(=O)Nc3nncn3C4CC4,['N0X']
Cc1c(c2ccccn2c1C(=O)c3ccc(cc3)F)C(=O)C,['O5C']
Cc1c(c[nH]n1)CC(=O)Nc2cccc(c2)Cl,['NYR']
Cc1c(c[nH]n1)NC(=O)Cc2cccc(c2)Cl,['MJR']
Cc1c(ccc2c1[nH]c3c2cc(cc3)Cl)[C@@H](C)C(=O)O,['N00']
Cc1c(cncc1NC(=O)Cc2cccc(c2)C#N)N,['N6X']
Cc1c(cncc1NC(=O)Cc2cccc(c2)Cl)N,['N5L']
Cc1cc(c(n1NC(=O)C2=NNC(=O)c3c2cccc3)C)C(=O)C,['O4L']
Cc1cc(cc(c1)CC(=O)Nc2nncn2C)C,['N8X']
Cc1cc(cc(c1)O[C@H]2CC(=O)N2)NC(=O)Cc3cncnc3,['KT9']
Cc1cc(cc2c1N(C(=O)[C@H]2O)Cc3ccc(c(c3)OC)OC)Br,['N1U']
Cc1cc(cnc1)C(=O)N2C[C@H]3CC[C@@H](C2)N3[C@@H](c4cccc(c4)F)c5cn(nn5)CCc6ccsc6,['A19']
Cc1cc(cnc1)C(=O)N2C[C@H]3CC[C@@H](C2)N3[C@H](c4cccc(c4)F)c5cn(nn5)CCc6ccsc6,['A20']
Cc1cc(cnc1)CC(=O)N2CCC[C@H]2c3cccc(c3)Cl,['XI0']
Cc1cc(cnc1)CC(=O)N2CCc3cc(c(cc3C2)Cl)Cl,['XJ9']
Cc1cc(cnc1)NC(=O)Cc2cccc(c2)Cl,['M7X']
Cc1ccc(c(c1F)F)c2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,['O3I']
Cc1ccc(cc1)CC(=O)Nc2cnccc2C,['KQX']
Cc1ccc(cc1Nc2nc(cs2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C,['G65']
Cc1ccc(cc1Nc2nc(cs2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCNCC5,['XNJ']
Cc1cccc(c1)COC(=O)c2cccc3c2NC(=O)[C@@H]3O,['MX9']
Cc1cccc(c1)[C@H]2CN(Cc3c2cccc3)C(=O)C,['L8O']
Cc1cccc2c1C(=CC(=O)N2)C(=O)NCCOc3ccccc3OC,['N4L']
Cc1ccn2cnnc2c1NC(=O)[C@@H]3CCOc4c3cc(cc4)Cl,['OPU']
Cc1ccnc(c1NC(=O)Cc2cccc(c2)Cl)C,['KVO']
Cc1ccnc(c1NC(=O)Cc2cccc(c2)Cl)N,['L83']
Cc1ccncc1CC(=O)Nc2cccc(c2)Cl,['M5I']
Cc1ccncc1CC(=O)Nc2cccc3c2CNCC3,['N9I']
Cc1ccncc1N(C)C(=O)Cc2cccc(c2)Cl,['MKI']
Cc1ccncc1N2C=CN(C2=O)c3cccc(c3)Cl,['NQ3']
Cc1ccncc1NC(=O)C(C)(C)c2cccc(c2)Cl,['L3I']
Cc1ccncc1NC(=O)C(c2cccc(c2)Cl)(F)F,['KYU']
Cc1ccncc1NC(=O)C2(CC(=O)C2)c3cccc(c3)Cl,['LT9']
Cc1ccncc1NC(=O)C2(CC2)c3cccc(c3)Cl,['KY0']
Cc1ccncc1NC(=O)C2CC(C2)C3CC3,['LB0']
Cc1ccncc1NC(=O)C2[C@H]3[C@@H]2CCCC3,['LJ0']
Cc1ccncc1NC(=O)CC(C)(C)c2ccccc2,['L7Q']
Cc1ccncc1NC(=O)CC2CC3(C2)CC3,['LVM']
Cc1ccncc1NC(=O)CC2C[C@H]3C[C@H]3C2,['LCU']
Cc1ccncc1NC(=O)CCc2cccc(c2)Cl,['NW0']
Cc1ccncc1NC(=O)CCc2cccc(c2)F,['NIJ']
Cc1ccncc1NC(=O)CCc2ccccc2F,['LDX']
Cc1ccncc1NC(=O)CN(C)S(=O)(=O)c2cccc3c2nccc3,['Q4R']
Cc1ccncc1NC(=O)CN2CCC(CC2)C,['Q1C']
Cc1ccncc1NC(=O)CN2CCCCC2,['NJE']
Cc1ccncc1NC(=O)CN2CCN(CC2)C(=O)C,['NDI']
Cc1ccncc1NC(=O)CN2c3cc(ccc3OCC2=O)Cl,['LF3']
Cc1ccncc1NC(=O)CNc2ccnc3c2cccc3,['KJI']
Cc1ccncc1NC(=O)C[C@@]23CCC[C@@H]2C3,['L7F']
Cc1ccncc1NC(=O)C[C@H](C)C(C)C,['L4U']
Cc1ccncc1NC(=O)C[C@H](c2ccsc2)N3CCC(CC3)O,['N0F']
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)CNC(=O)C,['OHC']
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)NCC(C)(C)C#N,['OT6']
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)NS(=O)(=O)N,['OCI']
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)N[C@H]3CCC[C@@H]3O,['ODX']
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)N[C@H]3C[C@H]3C(F)(F)F,['OTV']
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC,['N3I']
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nc(no3)C,['OAO']
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)O[C@@H]3CC(=O)N3,['LUC']
Cc1ccncc1NC(=O)Cc2cc(cnc2)C#N,['KSX']
Cc1ccncc1NC(=O)Cc2cc(cnc2)Cl,['LRC']
Cc1ccncc1NC(=O)Cc2cccc(c2)Br,['NB6']
Cc1ccncc1NC(=O)Cc2cccc(c2)C(F)(F)F,['KQL']
Cc1ccncc1NC(=O)Cc2cccc(c2)C3CC3,['LBO']
Cc1ccncc1NC(=O)Cc2cccc(c2)F,['KZX']
Cc1ccncc1NC(=O)Cc2cccc(c2)I,['LBC']
Cc1ccncc1NC(=O)Cc2cccc(c2)O,['KXF']
Cc1ccncc1NC(=O)Cc2cccc(c2)O[C@@H]3CC(=O)N3,['LSF']
Cc1ccncc1NC(=O)Cn2ccc3c2cc(cc3)Cl,['LQ0']
Cc1ccncc1NC(=O)Cn2ccc3c2cc(cc3)F,['LS0']
Cc1ccncc1NC(=O)Nc2cccc(c2)Cl,['Q2G']
Cc1ccncc1NC(=O)[C@@H](C)OC(F)F,['O9X']
Cc1ccncc1NC(=O)[C@@H](C)c2cc(cc(c2)Cl)O[C@@H]3CC(=O)N3,['O8L']
Cc1ccncc1NC(=O)[C@@H](c2cc(ccc2OC)Br)N,['M2X']
