Ligand,Name,Formula,Type,SMILES,Canonical_SMILES,InChI,InChIKey,MW,LogP,TPSA,HBA,HBD,Rotatable_Bonds,Ring_Count,Aromatic_Rings,Fraction_CSP3,Heavy_Atom_Count,Chiral_Atoms,Formal_Charge,QED,BertzCT,HallKierAlpha,Kappa1,Kappa2,Kappa3,NumSpiroAtoms,NumBridgeheadAtoms,NumAliphaticRings,NumAromaticRings,NumSaturatedRings,NumHeteroAtoms,MolMR,SA_Score,Lipinski_Pass,Veber_Pass,Egan_Pass,Ghose_Pass,Muegge_Pass,PAINS_Hits,Brenk_Hits
4E3,,,,c1cc2c3c(c4cc(ccc4nc3C(=O)O)I)[nH]c2c(c1)Br,O=C(O)c1nc2ccc(I)cc2c2[nH]c3c(Br)cccc3c12,"InChI=1S/C16H8BrIN2O2/c17-10-3-1-2-8-12-14(20-13(8)10)9-6-7(18)4-5-11(9)19-15(12)16(21)22/h1-6,20H,(H,21,22)",WYQPGNJIFZHADC-UHFFFAOYSA-N,467.05999999999995,4.9346000000000005,65.97999999999999,2,2,1,4,4,0.0,22,0,0,0.3905224974087294,1088.0279351674608,-1.67,13.956342187026044,4.920689802600847,1.9356036082416408,0,0,0,4,0,6,98.48200000000001,,True,True,True,True,True,None,iodine
QZ2,,,,Cn1cc(cn1)c2cc([nH]n2)C(=O)O,Cn1cc(-c2cc(C(=O)O)[nH]n2)cn1,"InChI=1S/C8H8N4O2/c1-12-4-5(3-9-12)6-2-7(8(13)14)11-10-6/h2-4H,1H3,(H,10,11)(H,13,14)",SQTWDTBKAUXKHZ-UHFFFAOYSA-N,192.178,0.5083999999999999,83.8,3,2,2,2,2,0.125,14,0,0,0.7255510230031414,471.14958817234157,-2.11,8.486561824978438,2.985083934433029,1.3695172726398253,0,0,0,2,0,6,47.74900000000001,,True,True,True,False,False,None,None
A1IE6,,,,c1cc(cc(c1)C(=O)N)CNc2nc3ccoc3c(n2)Nc4cc(n[nH]4)C5CCC5,NC(=O)c1cccc(CNc2nc(Nc3cc(C4CCC4)n[nH]3)c3occc3n2)c1,"InChI=1S/C21H21N7O2/c22-19(29)14-6-1-3-12(9-14)11-23-21-24-15-7-8-30-18(15)20(26-21)25-17-10-16(27-28-17)13-4-2-5-13/h1,3,6-10,13H,2,4-5,11H2,(H2,22,29)(H3,23,24,25,26,27,28)",ZTHIMBSQDLASPC-UHFFFAOYSA-N,403.44600000000014,3.668000000000002,134.75,7,4,7,5,4,0.23809523809523808,30,0,0,0.3696488041023782,1209.0243780615383,-3.8800000000000003,18.167807001299803,7.507636455097737,3.5670978203274095,0,0,1,4,1,9,112.55300000000001,,True,True,False,True,True,None,None
RK2,,,,Cc1nc2ccc(nc2n1C[C@@H](C)Oc3ccccn3)c4cc(nc(c4)N)N,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@@H](C)Oc1ccccn1,"InChI=1S/C20H21N7O/c1-12(28-19-5-3-4-8-23-19)11-27-13(2)24-16-7-6-15(25-20(16)27)14-9-17(21)26-18(22)10-14/h3-10,12H,11H2,1-2H3,(H4,21,22,26)/t12-/m1/s1",CCUMIOKJQCVBML-GFCCVEGCSA-N,375.4360000000001,2.82862,117.75999999999999,7,2,5,4,4,0.2,28,1,0,0.5504606920049984,1104.0695625502985,-3.6799999999999997,17.71981864524137,7.1462117346938765,3.568521432683753,0,0,0,4,0,8,108.64780000000003,,True,True,True,True,True,None,None
A1IFO,,,,c1cc(cc(c1)C(=O)N)CNc2nc3ccsc3c(n2)Nc4cc(n[nH]4)C5CC5,NC(=O)c1cccc(CNc2nc(Nc3cc(C4CC4)n[nH]3)c3sccc3n2)c1,"InChI=1S/C20H19N7OS/c21-18(28)13-3-1-2-11(8-13)10-22-20-23-14-6-7-29-17(14)19(25-20)24-16-9-15(26-27-16)12-4-5-12/h1-3,6-9,12H,4-5,10H2,(H2,21,28)(H3,22,23,24,25,26,27)",MPJHZOCLIMYPIM-UHFFFAOYSA-N,405.4870000000002,3.7464000000000013,121.61000000000001,7,4,7,5,4,0.2,29,0,0,0.3714815625452932,1194.493170780809,-3.46,17.625807706429757,7.173161783028779,3.7656735397019903,0,0,1,4,1,9,113.54700000000003,,True,True,True,True,True,None,None
YOX,,,,c1cc2c(c([nH]c2c(c1)I)C3CCCC3)C#N,N#Cc1c(C2CCCC2)[nH]c2c(I)cccc12,"InChI=1S/C14H13IN2/c15-12-7-3-6-10-11(8-16)13(17-14(10)12)9-4-1-2-5-9/h3,6-7,9,17H,1-2,4-5H2",BBYDGWHLEKHRAJ-UHFFFAOYSA-N,336.17600000000016,4.301780000000002,39.58,1,1,1,3,2,0.35714285714285715,17,0,0,0.775052775502582,600.4451146994526,-1.0200000000000002,11.092285186482075,4.337583644907168,1.7496503883172352,0,0,1,2,1,3,76.93970000000002,,True,True,True,False,True,None,iodine
9OF,,,,CC1(Cc2cc(ccc2-c3c1c(ncn3)N)OC)C,COc1ccc2c(c1)CC(C)(C)c1c(N)ncnc1-2,"InChI=1S/C15H17N3O/c1-15(2)7-9-6-10(19-3)4-5-11(9)13-12(15)14(16)18-8-17-13/h4-6,8H,7H2,1-3H3,(H2,16,17,18)",JWHJIHHTDSIYQK-UHFFFAOYSA-N,255.32099999999997,2.568100000000001,61.03,4,1,1,3,2,0.3333333333333333,19,0,0,0.850374347591594,649.8341008725714,-2.1,11.96072058453011,3.948455833827362,1.7498413656791654,0,0,1,2,0,4,75.16240000000003,,True,True,True,False,True,None,None
RJZ,,,,Cc1nc2ccc(nc2n1CCOc3cccc(n3)Br)c4cc(nc(c4)N)N,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCOc1cccc(Br)n1,"InChI=1S/C19H18BrN7O/c1-11-23-14-6-5-13(12-9-16(21)26-17(22)10-12)24-19(14)27(11)7-8-28-18-4-2-3-15(20)25-18/h2-6,9-10H,7-8H2,1H3,(H4,21,22,26)",IOUKAQLHORTKRT-UHFFFAOYSA-N,440.30500000000006,3.2026199999999996,117.75999999999999,7,2,5,4,4,0.15789473684210525,28,0,0,0.4578028532616218,1138.1935790343741,-3.1999999999999997,18.176740334351226,7.432352941176472,3.7435469382678526,0,0,0,4,0,9,111.75280000000001,,True,True,True,True,True,None,2-halo_pyridine
IWU,,,,c1c(cnc2c1nn[nH]2)Br,Brc1cnc2[nH]nnc2c1,"InChI=1S/C5H3BrN4/c6-3-1-4-5(7-2-3)9-10-8-4/h1-2H,(H,7,8,9,10)",YKWWQNVTTSHHGH-UHFFFAOYSA-N,199.011,1.1153999999999997,54.46,3,1,0,2,2,0.0,10,0,0,0.690891119936247,355.1754374062279,-0.97,5.787846102768464,2.0160943533584734,0.7863185041015942,0,0,0,2,0,5,39.3837,,True,True,True,False,False,None,None
KQZ,,,,CN(C)c1nccc(n1)c2c[nH]c3c2cccn3,CN(C)c1nccc(-c2c[nH]c3ncccc23)n1,"InChI=1S/C13H13N5/c1-18(2)13-15-7-5-11(17-13)10-8-16-12-9(10)4-3-6-14-12/h3-8H,1-2H3,(H,14,16)",JQRPUUYNOCHMQZ-UHFFFAOYSA-N,239.282,2.0858999999999996,57.7,4,1,2,3,3,0.15384615384615385,18,0,0,0.7435451213059836,686.4192810813169,-2.4299999999999997,10.706911011130696,4.103531684094625,1.6946603667063462,0,0,0,3,0,5,71.44670000000002,,True,True,True,False,True,None,None
RHT,,,,Cn1cnc2c1cc(cc2)c3cc(nc(c3)N)N,Cn1cnc2ccc(-c3cc(N)nc(N)c3)cc21,"InChI=1S/C13H13N5/c1-18-7-16-10-3-2-8(4-11(10)18)9-5-12(14)17-13(15)6-9/h2-7H,1H3,(H4,14,15,17)",SOLATORCLYYKKR-UHFFFAOYSA-N,239.28199999999998,1.7996999999999996,82.75,4,2,1,3,3,0.07692307692307693,18,0,0,0.6779334971463259,709.074850088392,-2.56,10.584947815840415,3.731151031879904,1.6559705272383551,0,0,0,3,0,5,72.76980000000002,,True,True,True,False,True,None,None
4E2,,,,c1cc2c3c(c4cc(ccc4nc3C(=O)O)I)[nH]c2c(c1)Cl,O=C(O)c1nc2ccc(I)cc2c2[nH]c3c(Cl)cccc3c12,"InChI=1S/C16H8ClIN2O2/c17-10-3-1-2-8-12-14(20-13(8)10)9-6-7(18)4-5-11(9)19-15(12)16(21)22/h1-6,20H,(H,21,22)",WGBRJADREQKUMW-UHFFFAOYSA-N,422.6089999999999,4.825500000000001,65.97999999999999,2,2,1,4,4,0.0,22,0,0,0.4320633686064764,1088.0279351674608,-1.8599999999999999,13.778965852886007,4.822144302011884,1.8871908305922858,0,0,0,4,0,6,95.792,,True,True,True,True,True,None,iodine
A1IFJ,,,,c1ccc(cc1)CNc2nc3ccoc3c(n2)Nc4cc([nH]n4)C5CC5,c1ccc(CNc2nc(Nc3cc(C4CC4)[nH]n3)c3occc3n2)cc1,"InChI=1S/C19H18N6O/c1-2-4-12(5-3-1)11-20-19-21-14-8-9-26-17(14)18(23-19)22-16-10-15(24-25-16)13-6-7-13/h1-5,8-10,13H,6-7,11H2,(H3,20,21,22,23,24,25)",QEFIGJOUGVJGKG-UHFFFAOYSA-N,346.39400000000006,4.179000000000001,91.66000000000001,6,3,6,5,4,0.21052631578947367,26,0,0,0.4850088714453117,1034.5677706105755,-3.35,14.94822344406154,6.180150001087812,2.988852710504934,0,0,1,4,1,7,99.41810000000002,,True,True,True,True,True,None,None
RK5,,,,Cc1c(oc2c1cc(cc2)c3cc(nc(c3)N)N)C,Cc1oc2ccc(-c3cc(N)nc(N)c3)cc2c1C,"InChI=1S/C15H15N3O/c1-8-9(2)19-13-4-3-10(5-12(8)13)11-6-14(16)18-15(17)7-11/h3-7H,1-2H3,(H4,16,17,18)",PZRAWCBVDRNTDQ-UHFFFAOYSA-N,253.30499999999998,3.276040000000001,78.07,4,2,1,3,3,0.13333333333333333,19,0,0,0.6972452769501389,754.1518893704588,-2.49,11.591985557764996,4.01746579716717,1.9088660706621567,0,0,0,3,0,4,77.74380000000001,,True,True,True,False,True,None,None
KRK,,,,c1cc2c(cnn2nc1)c3ccnc(n3)N4CC[C@@H](C4)F,F[C@H]1CCN(c2nccc(-c3cnn4ncccc34)n2)C1,"InChI=1S/C14H13FN6/c15-10-4-7-20(9-10)14-16-6-3-12(19-14)11-8-18-21-13(11)2-1-5-17-21/h1-3,5-6,8,10H,4,7,9H2/t10-/m0/s1",CTKSUQYBSSCMMB-JTQLQIEISA-N,284.298,1.7345,59.21,5,0,2,4,3,0.2857142857142857,21,1,0,0.7170501297636264,785.7400975230329,-2.57,12.192022833568757,4.763034770944304,2.1022124933682447,0,0,1,3,1,7,75.73900000000002,,True,True,True,True,True,None,None
RKW,,,,CNCC(=O)Nc1cc(cc(n1)N)c2ccc3c(c2)cco3,CNCC(=O)Nc1cc(-c2ccc3occc3c2)cc(N)n1,"InChI=1S/C16H16N4O2/c1-18-9-16(21)20-15-8-12(7-14(17)19-15)10-2-3-13-11(6-10)4-5-22-13/h2-8,18H,9H2,1H3,(H3,17,19,20,21)",QTOHGLNFWYFLSB-UHFFFAOYSA-N,296.33,2.2348999999999997,93.18,5,3,4,3,3,0.125,22,0,0,0.6862437537520428,825.8787997855525,-2.8599999999999994,14.093099980398282,5.866410130296616,2.914581713273813,0,0,0,3,0,6,86.41380000000002,,True,True,True,True,True,None,None
R05,,,,Cc1nc2c(c(c[nH]2)c3ccnc(c3)N)c(n1)NCc4c(cccc4F)F,Cc1nc(NCc2c(F)cccc2F)c2c(-c3ccnc(N)c3)c[nH]c2n1,"InChI=1S/C19H16F2N6/c1-10-26-18-17(12(8-24-18)11-5-6-23-16(22)7-11)19(27-10)25-9-13-14(20)3-2-4-15(13)21/h2-8H,9H2,1H3,(H2,22,23)(H2,24,25,26,27)",KYOPCGIPHGGWMV-UHFFFAOYSA-N,366.37500000000006,3.8008200000000008,92.51,5,3,4,4,4,0.10526315789473684,27,0,0,0.5108393224966099,1118.2103483813316,-3.5499999999999994,16.893676945122408,6.637078026283448,3.1667020400178423,0,0,0,4,0,8,99.95380000000002,,True,True,True,True,True,None,None
RJ5,,,,COc1ccc(cc1)c2ccnc(c2)N,COc1ccc(-c2ccnc(N)c2)cc1,"InChI=1S/C12H12N2O/c1-15-11-4-2-9(3-5-11)10-6-7-14-12(13)8-10/h2-8H,1H3,(H2,13,14)",PGBMTNNEAWCSJZ-UHFFFAOYSA-N,200.24099999999999,2.3393999999999995,48.14,3,1,2,2,2,0.08333333333333333,15,0,0,0.8089568804060765,451.43422798064194,-2.0300000000000002,9.522159782005513,4.0028815939714475,2.070848839522494,0,0,0,2,0,3,60.63740000000002,,True,True,True,False,True,None,None
QYK,,,,Cn1c2c(c(c1Br)C#N)c(ncn2)N,Cn1c(Br)c(C#N)c2c(N)ncnc21,"InChI=1S/C8H6BrN5/c1-14-6(9)4(2-10)5-7(11)12-3-13-8(5)14/h3H,1H3,(H2,11,12,13)",IUMDMPJAQOGMFA-UHFFFAOYSA-N,252.075,1.1846799999999997,80.52,4,1,0,2,2,0.125,14,0,0,0.7629404715510705,550.8374726325893,-1.6099999999999999,8.96515082928919,2.9574701342458645,0.9919398364207068,0,0,0,2,0,6,55.336400000000005,,True,True,True,False,True,None,None
KQW,,,,CN(c1nccc(n1)c2cnn3c2cccn3)C4CC4,CN(c1nccc(-c2cnn3ncccc23)n1)C1CC1,"InChI=1S/C14H14N6/c1-19(10-4-5-10)14-15-8-6-12(18-14)11-9-17-20-13(11)3-2-7-16-20/h2-3,6-10H,4-5H2,1H3",OAIXSJCARVACKE-UHFFFAOYSA-N,266.30800000000005,1.7848999999999997,59.21000000000001,5,0,3,4,3,0.2857142857142857,20,0,0,0.722960174674881,760.9549337540752,-2.4999999999999996,11.337001784651992,4.261354474603602,1.8042214532871972,0,0,1,3,1,6,75.43800000000003,,True,True,True,True,True,None,None
